case_id,week,popwght,state,dma,nielsen,countyc,metro,region,division,ownhome,mstatus,emply,hhcomp,adults,adultm,adultf,kids1217,kids611,kids06,di22a1,di22a2,di22a3,di22a4,di22a5,di22b1,di22b2,di22b3,di22b4,di22b5,di22c1,di22c2,di22c3,di22c4,di22c5,parent,age,age2,educ,income,race,affilrot,polaffil,d3rot,d3_a,regvote,othtel,sex,reli1,ident,l1,l2a,c1,c2,c1a,qnco1,qnco3,healask,heal1,heal2,heal3,heal4,heal5,heal6,heal7,heal8,heal9_1,heal9_2,heal9_3,heal9_4,heal9min,heal9hr,heal10_1,heal10_2,heal10_3,heal10_4,heal10min,heal10hr,heal11,heal12,heal13,heal14,heal15,heal16,heal17,heal18,heal19,heal20,heal21,ha22v1,heal22,heal23,heal24,heal25,heal26,ha27rot,heal27a,heal27b,heal27c,heal27d,heal27e,heal27f,heal27g,heal28,heal29,heal30,heal31,ha32rot,heal32a,heal32b,heal32c,heal32d,heal33a,heal33b,heal33c,heal33d,heal33e,heal33f,heal33g,heal34,heal35,heal36,ha37rot,heal37a,heal37b,heal37c,heal37d,heal37e,heal37f,heal37g,heal38,heal39,heal40,heal41,heal42,heal43,heal44,heal45,heal46,heal47,heal48,heal49,heal50_01,heal50_02,heal50_03,heal50_04,heal50_05,heal50_06,heal50_07,heal50_08,heal50_09,heal50_10,heal50_11,heal50_12,heal50_13,heal50_14,heal50_15,heal50_16,heal50_17,heal51,heal52,heal53,ha54rot,heal54,ha55rot,ha55rot2,heal55a,heal55b,heal55c,heal55d,heal55e,heal55f,heal55g,heal55h,heal56,heal57,heal58,bmi
90000283,808,7.4531, , ,B, ,3,3, ,2,2,1,4,4,2,2, , , , , , , , , , , , , , , , , , ,2,24, ,4,6,1,3,2,2,3,1,7,2,22,2, , ,2, ,1, , ,1,1,0,0,3,2,3, ,0,0,0,0,0, , ,1,0,0,0,15, ,2,5,2,4,2,2,1,1,1, ,1,1,2,8,2,2,2,CGEBADF,2,2,2,2,2,2,2,1,2,1,1,CDBA,1,1,1,1,1,2,2,2,2,2,2, , ,1,ADCEBFG,2,2,2,2,2,2,2,3,2,1,1, ,4,3,3,3,4,2, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , ,2,1,2,2,DHGCFEAB,2,1,3,1,3,3,3,1,2,2,1,21.9
90000284,808,1.3298, , ,A, ,2,3, ,2,6,3,3,3,2,1, , , , , , , , , , , , , , , , , , ,2,70, ,2,1,1,1,3,2,8,2,7,1,22,2, , ,2, ,1, , ,1,4,98,0,1,1,1,2,0,0,0,0,0, , ,0,1,0,0, ,1,1,3,1,2,2,2,1,2,1,1,1,4,1,2,2, ,1,FBGDCAE,1,2,2,2,1,2,2,1,2,1,1,BCDA,2,2,2,2,2,2,1,2,2,2,2, , ,1,GABDEFC,2,2,2,1,2,2,2,4,2,1,1, ,5,8,3,1,3,2, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , ,9,1,2,2,CHFEABDG,2,1,2,3,2,1,2,1,8,1, ,30.4
90000285,808,0.2339, , ,B, ,1,2, ,2,1,2,3,1,0,1,1,0,1,13, , , , , , , , , ,3, , , , ,1,32, ,6,1,2,3,8,1,8,2,2,2,98,2, , ,1,3,2, , ,2,4,30,30,1,1,1,1,0,0,0,0,0, , ,0,0,1,0, , ,2,98,2,1,2,2,1,1,2, ,1,1,1,1,2, ,2,GDBEAFC,2,2,1,2,2,2,2,1,3,1,2,CADB,2,2,2,2,2,2,2,2,2,2,2,1, , ,FDBGEAC,2,2,2,2,2,2,2,2,2,1,2,2,8,2,4,2,4,2, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,2,3,1,CGEHDABF,2,2,8,8,8,8,8,2,8,2,1,21.6
90000287,807,1.5496, , ,B, , ,4, ,1,3,1,3,3,1,2, , , , , , , , , , , , , , , , , , ,2,60, ,4,7,1,3,1,2,3,1,7,2,15,2, , ,2, ,2, , ,1,2,0,0,3,2,3, ,4,0,1,0,0, ,1,1,0,0,0,5, ,2,4,2,4,1,2,1,1,1,1,1,3,1,2,2, ,2,AEDCBFG,1,2,2,2,2,2,2,1,2,1,1,BDCA,2,2,2,2,1,2,2,2,2,2,2, , ,1,DAEBCGF,2,2,2,2,2,2,2,3,2,1,1, ,5,3,1,2,2,1,1, , , , , , , , , , , , , , , , , , , ,2,1,2,2,AEHGBFDC,8,3,2,3,2,3,3,2,7,2,1,22.7
90000288,807,0.4717, , ,A, ,2,4, ,1,1,1,6,6,5,1, , , , , , , , , , , , , , , , , , ,2,26, ,3,7,5,2,3,2,2,1,7,1,2,2, , ,1,2,1,1, ,3,1,5,0,1,2,3, ,6,0,1,0,0, ,2,1,0,0,0,7, ,2,4,1,4,2,2,2,2,1, ,1,1,1,1,1,1,2,DFCGEAB,2,2,2,2,2,2,2,2, ,1,3,BADC,1,2,2,1,1,2,2,2,2,2,2, , ,1,DFBAGEC,2,2,1,1,2,1,2,1,2,1,1, ,5,3,4,4,4,2, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , ,1,2,3,2,CDAGFEBH,3,2,3,3,3,3,3,2,1,2,3,28.1
90000292,807,2.4829, , ,B, , ,4, ,1,5,6,2,2,1,1, , , , , , , , , , , , , , , , , , ,2,44, ,2,13,1,2,3,1,2,2,2,1,90,2, , ,1,2,1, , ,1,3,0,2,1,1,3, ,5,0,1,0,0, ,3,1,0,0,0,30, ,2,2,2,4,2,2,4,2,2, ,2,2,1,2,2, ,2,ADFEBCG,2,2,2,1,2,2,1,2, ,2, ,BADC,2,2,2,2,2,2,2,2,1,2,2, , ,1,EDBACGF,2,2,2,2,2,2,2,4,2,1,1, ,8,4,3,4,4,2, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , ,1,2,3,1,CBAFDHEG,2,2,2,2,2,2,2,2,3,2,1,32.1
90000292,808,0.1197, , ,A, ,1,2, ,2,3,1,3,3,2,1, , , , , , , , , , , , , , , , , , ,2,53, ,2,5,2,1,2,2,2,1,1,1,2,2, , ,1,2,4, , ,2,4,24,2,3,2,3, ,3,0,1,0,0, ,1,1,0,0,0,15, ,1,2,2,4,1,1,1,1,1,1,1,2,1,1,1, ,1,BFCAEGD,2,2,2,2,2,2,2,1,4,1,3,CDBA,2,2,1,2,1,1,2,2,2,2,2, , ,1,GCEDFAB,1,1,2,1,2,1,2,4,2,1,1, ,1,3,4,4,4,2, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , ,9,1,1,1,GDAECHFB,2,2,2,2,1,2,3,2,3,1, ,28.2
90000294,807,1.0133, , ,A, , ,4, ,1,3,3,3,2,1,1,1,0,0,16, , , , , , , , , , , , , , ,1,67, ,5,13,1,2,3,2,3,1,0,1,15,2, , ,1,1,1, , ,1,5,30,15,2,1,3, ,0,0,0,0,0, , ,1,0,0,0,30, ,1,3,2,2,1,2,1,2,1,1,1,4,1,2,1, ,1,CDEFAGB,1,1,1,2,1,2,1,1,1,1,1,CDAB,2,2,2,2,1,2,1,2,2,2,2, , ,1,FCABEGD,2,2,2,2,2,2,2,3,2,1,1, ,1,1,4,1,2,2, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , ,1,1,3,1,CGAEFHDB,9,2,2,2,2,2,2,2,3,1, ,35.9
90000295,807,4.2218, , ,B, , ,4, ,2,3,5,2,2,1,1, , , , , , , , , , , , , , , , , , ,2,22, ,4,3,1,2,1,2,2,2,7,1,15,2, , ,2, ,1, , ,1,1,0,0,3,2,3, ,1,0,1,0,0, ,1,1,0,0,0,5, ,2,1,2,2,2,2,1,2,1, ,2,1,1,1,2,2,2,EBFDACG,2,2,2,2,2,2,2,1,2,2, ,CDAB,2,2,2,2,2,1,2,2,2,2,2, , ,1,ECDGAFB,2,2,2,2,2,2,2,3,2,1,1, ,3,3,3,2,4,2, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , ,1,1,3,1,DCAEHGBF,2,2,2,1,2,1,2,2,1,1, ,26.6
90000295,808,0.4861, , ,B, ,1,4, ,2,1,1,1,1,0,1, , , , , , , , , , , , , , , , , , ,2,49, ,3,6,3,4,3,1,4,1,7,2,22,2, , ,2, ,1,1, ,3,3,0,0,3,2,3, ,3,0,1,0,0, ,2,1,0,0,0,2, ,2,5,1,4,2,2,1,1,1,1,1,2,1,1,2, ,2,FDBGCEA,2,2,2,2,2,2,2,1,1,1,2,DCBA,2,2,2,2,1,2,2,2,2,2,2, , ,1,CBAFEGD,2,2,2,2,2,2,2,3,2,1,1, ,3,8,3,2,4,2, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , ,3,2,3,2,BADFCHGE,2,2,2,2,2,2,2,2,3,2,1,30
90000296,807,3.746, , ,B, , ,3, ,1,1,1,1,1,0,1, , , , , , , , , , , , , , , , , , ,2,57, ,3,99,1,4,3,1,3,1,7,2,22,2, , ,2, ,1, , ,1,2,3,0,3,2,3, ,1,0,1,0,0, ,6,1,0,0,0,10, ,2,4,2,3,2,2,4,1,2,2,2,3,2,2,2, ,2,GDCBFAE,2,2,2,2,2,2,2,1,5,2, ,BCAD,2,2,2,2,1,2,2,2,2,2,2, , ,1,DBCEGAF,2,2,2,2,2,2,2,2,2,1,1, ,2,1,4,2,2,2, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , ,2,1,2,2,ADFECBGH,2,2,2,1,1,3,3,2,3,2,1,99.9
90000297,807,0.3822, , ,B, ,2,4, ,1,3,1,2,2,1,1, , , , , , , , , , , , , , , , , , ,2,48, ,2,5,3,2,8,2,2,1,7,1,15,2, , ,1,1,2,3,27,3,2,0,0,1,2,3, ,0,0,0,0,0, , ,0,1,0,0, ,1,2,3,2,4,1,2,1,1,1,1,1,2,1,1,2, ,2,DCEGBFA,2,2,2,2,2,2,2,2, ,2, ,BACD,2,2,2,2,1,1,2,2,2,2,2, , ,1,ACFBGDE,2,2,2,2,2,2,2,4,2,1,1, ,5,2,4,3,3,2, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2, ,5,1,8,1,DFAGBCHE,1,1,1,8,2,1,1,1,3,1, ,99.9
90000298,808,0.3967, , ,D, ,5,4, ,2,6,6,2,2,1,1, , , , , , , , , , , , , , , , , , ,2,52, ,2,1,3,1,3,2,2,2,7,1,22,2, , ,2, ,1,1, ,3,4,28,0,3,1,1,1,0,0,0,0,0, , ,1,0,0,0,15, ,2,0,2,3,1,2,1,2,1,2,2,2,2,2,2, ,2,EDCBFGA,1,2,2,2,2,2,2,1,2,1,2,DBAC,2,2,2,2,2,2,2,1,1,2,2, , ,1,EFGDACB,2,2,2,2,2,2,2,3,2,1,1, ,2,3,3,3,3,2, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9, ,2,2,3,2,FCGEAHBD,2,2,2,1,2,2,1,2,1,1, ,23.3
90000304,808,0.3978, , ,B, ,1,3, ,2,1,2,2,1,1,0,1,0,0,14, , , , , , , , , , , , , , ,1,45, ,2,4,2,2,2,2,1,1,7,1,1,2, , ,2, ,1, , ,2,5,1,10,2,2,3, ,3,0,1,0,0, ,2,1,0,0,0,25, ,2,2,2,1,1,2,1,2,1,1,1,2,2,2,2, ,1,ECFDAGB,1,1,2,2,2,2,1,2, ,1,3,DABC,1,1,2,1,2,2,2,2,2,2,2,1, , ,FEDAGCB,2,2,2,2,2,1,2,1,2,1,1, ,4,1,4,3,4,1,1, , , , , , , , , , , , , , , , , , , ,4,1,1,1,HBFDGECA,3,2,3,3,3,3,3,1,3,1, ,41.8
90000309,807,0.8934, , ,A, ,1,3, ,2,2,1,3,2,1,1,0,1,0, , , , , ,9, , , , , , , , , ,1,42, ,3,4,2,4,2,2,3,1,7,2,11,2, , ,2, ,1, , ,2,1,7,15,3,1,1,2,0,0,0,0,0, , ,1,0,0,0,15, ,1,2,1,1,2,2,1,2,1, ,1,2,1,1,1, ,2,FDCBGAE,2,2,2,1,2,2,2,1,1,2, ,CDAB,2,2,2,2,1,2,2,2,2,2,2, , ,1,GEAFDBC,2,2,2,1,2,1,2,1,2,1,1, ,2,2,4,3,3,1,1, , , , , , , , , , , , , , , , , , , ,4,2,8,1,GECBFDHA,2,2,2,3,3,3,3,2,3,2,1,24.8
90000311,807,0.306, , ,A, ,1,1, ,2,1,6,4,4,3,1, , , , , , , , , , , , , , , , , , ,2,50, ,1,1,2,1,2,1,5,1,7,1,22,2, , ,2, ,1, , ,2,3,0,0,1,1,3, ,0,0,0,0,0, , ,1,0,0,0,5, ,1,2,2,4,1,1,2,2,1,1,1,2,1,1,1, ,1,CGBEDAF,1,1,2,2,2,2,2,1,4,2, ,BADC,2,2,2,2,2,2,1,1,2,2,2, , ,1,CFADBEG,2,2,2,2,2,2,2,4,2,1,1, ,1,4,4,4,4,2, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2, ,5,2,3,1,FGEHBDAC,2,2,2,2,2,1,2,2,3,1, ,32.8
90000311,808,0.4818, , ,A, ,2,4, ,2,4,1,2,2,2,0, , , , , , , , , , , , , , , , , , ,2,61, ,4,5,3,2,2,2,3,1,1,1,2,2, , ,1,3,1,1, ,3,2,0,0,3,2,3, ,0,0,0,0,0, , ,1,0,0,0,15, ,1,2,2,4,2,1,1,1,1,1,1,3,1,2,1, ,1,FEDCABG,2,1,2,2,2,2,2,1,1,1,1,ABDC,2,2,2,2,1,2,2,2,2,2,2, , ,1,GBFEDAC,2,2,2,2,2,2,2,3,2,1,1, ,2,2,4,3,4,2, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , ,3,1,1,1,CEDFBGHA,2,2,2,2,2,8,2,2,3,2,1,36
90000313,808,0.3344, , ,B, ,3,4, ,1,3,4,7,4,2,2,0,0,3, , , , , , , , , , ,5,3,1, , ,2,55, ,2,1,4,4,3,1,8,2,7,2,90,2, , ,2, ,1,1, ,3,5,30,0,3,1,2,2,7,0,1,0,0, ,8,1,0,0,0,15, ,2,6,2,4,1,2,4,2,2,2,2,3,2,2,2, ,2,GDBEFCA,2,2,2,2,2,2,2,2, ,2, ,CBAD,2,2,2,2,2,2,2,2,2,2,2,1, , ,CEDAFGB,2,2,2,2,2,2,2,4,2,4,2,2,3,4,4,4,4,2, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2, ,5,1,3,2,DCFEGABH,9,9,9,9,9,9,9,9,9,9,9,18.1
90000315,807,0.4519, , ,B, ,1,3, ,2,4,1,5,4,1,3,1,0,0,17, , , , , , , , , , , , , , ,2,37, ,3,4,2,1,2,2,1,1,7,1,1,2, , ,1,1,2, , ,2,2,0,0,1,1,3, ,3,0,1,0,0, ,2,1,0,0,0,45, ,2,1,2,3,1,2,1,2,1, ,2,1,2,1,1, ,2,EBDACGF,2,2,2,2,2,2,2,2, ,1,2,ACDB,2,2,2,2,2,2,2,2,2,2,2,1, , ,ADGBFEC,2,2,2,1,2,2,2,3,2,1,1, ,3,3,4,3,3,2, ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,GDEAHBCF,1,1,2,1,1,2,1,1,1,1, ,26.5
90000315,808,0.8331, , ,A, ,4,4, ,2,1,1,4,2,1,1,0,2,0, , , , , ,9,6, , , , , , , , ,1,30, ,2,1,2,4,2,1,3,1,7,2,22,2, , ,2, ,1, , ,2,1,0,0,3,2,3, ,7,0,1,0,0, ,2,1,0,0,0,20, ,1,4,1,2,2,1,1,2,1, ,1,1,2,1,1, ,2,FAECDGB,2,2,2,2,2,2,2,1,4,1,1,BACD,2,2,2,2,1,1,2,1,2,2,1, , ,1,DAFCEBG,2,2,2,1,2,2,2,3,2,1,1, ,1,2,3,2,3,2, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , ,1,2,1,1,BFHGDAEC,2,1,2,2,3,2,2,2,3,2,1,28.8
90000317,807,0.7211, , ,B, ,1,3, ,2,1,5,6,6,5,1, , , , , , , , , , , , , , , , , , ,2,18, ,2,5,2,1,2,1,3,2,7,1,2,2, , ,2, ,1, , ,2,1,0,0,3,2,3, ,3,0,1,0,0, ,2,0,0,1,0, , ,2,1,2,3,1,2,2,1,8, ,2,1,1,2,2,2,2,EBCAFGD,2,2,2,2,2,2,2,2, ,2, ,ADBC,2,2,2,2,2,8,2,2,2,2,2,8, , ,CFAGDBE,2,2,2,2,2,2,2,4,2,2,1, ,2,3,3,4,4,2, ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2, ,2,1,3,1,ECHBGAFD,2,2,2,1,1,2,1,2,2,2,1,27.7
90000318,807,0.303, , ,C, ,1,3, ,2,9,3,1,1,1,0, , , , , , , , , , , , , , , , , , ,2,65, ,2,2,2,1,2,1,3,1,7,1,1,2, , ,2, ,1, , ,2,5,30,7,2,1,3, ,0,0,0,0,0, , ,1,1,0,0,30,2,2,1,1,4,1,1,1,2,1,1,1,4,1,1,1, ,1,GBECFDA,2,2,2,1,2,2,2,1,1,1,2,CDAB,2,2,2,2,2,2,1,2,1,2,2, , ,9,GECDABF,2,2,2,1,2,2,2,2,2,4,1, ,1,1,4,2,2,2, ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,99,8,1,1,1,BGFDACEH,2,8,1,2,1,8,8,2,3,2,1,24.1
90000318,808,0.3543, , ,B, ,2,4, ,2,3,1,6,2,1,1,2,2,0,13,12, , , ,9,7, , , , , , , , ,1,26, ,2,6,3,2,2,1,2,1,7,1,90,2, , ,2, ,2,1, ,3,3,0,0,3,2,3, ,1,0,1,0,0, ,1,1,0,0,0,5, ,2,3,2,1,1,1,3,2,1, ,2,1,2,1,2,2,2,EDBFCGA,2,2,2,2,2,2,2,1,3,2, ,ABDC,2,2,2,2,2,2,2,1,2,2,2, , ,1,CFDGEAB,2,2,2,2,2,2,2,4,2,2,1, ,4,1,3,1,1,2, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , ,1,1,2,1,AGBDFHCE,2,2,3,3,3,3,3,3,2,2,3,35.5
90000319,808,0.4834, , ,A, ,1,4, ,2,1,1,1,1,0,1, , , , , , , , , , , , , , , , , , ,2,27, ,1,6,3,3,3,2,5,1,7,2,90,2, , ,2, ,1,1, ,3,4,0,30,3,1,3, ,4,0,1,0,0, ,1,0,1,0,0, ,1,2,0,2,4,2,1,1,1,1, ,2,1,2,1,2, ,2,ACBDEGF,2,2,2,1,2,2,1,1,1,1,1,ABDC,2,2,1,2,2,2,2,2,2,2,2,1, , ,CFDGEAB,2,2,2,2,2,2,2,1,2,1,1, ,4,4,1,4,4,2, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,2,3,2,FGABHECD,2,2,3,3,2,2,2,2,3,2,1,19.5
90000326,808,0.2413, , ,B, ,1,1, ,2,3,3,2,2,1,1, , , , , , , , , , , , , , , , , , ,2,66, ,1,9,2,4,3,1,5,1,0,2,97,2, , ,1,2,2, , ,2,3,0,14,1,2,3, ,7,1,0,0,0,5, ,1,0,0,0,15, ,2,2,2,2,2,2,1,2,1,2,1,4,2,1,1, ,2,EDBFGAC,1,1,2,1,2,1,1,2, ,1,3,DACB,2,1,2,2,2,2,1,2,2,2,2, , ,1,EAFCGBD,2,2,2,2,1,2,2,1,2,2,1, ,2,4,4,4,4,2, ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2, ,1,1,3,2,EDAGHCFB,2,2,2,2,2,2,1,2,2,1, ,25.9
90000328,807,0.7892, , ,B, ,3,3, ,2,1,5,3,2,1,1,1,0,0,17, , , , , , , , , , , , , , ,2,20, ,3,1,2,1,2,2,3,2,7,1,22,2, , ,2, ,1, , ,2,2,0,0,3,2,3, ,7,0,1,0,0, ,1,1,0,0,0,30, ,2,1,2,1,2,2,1,1,1, ,2,1,2,1,2,2,2,CEBAFDG,2,2,2,2,2,2,2,2, ,2, ,BDCA,2,2,2,2,2,2,2,2,2,2,2,1, , ,GFBCAED,2,2,2,2,2,2,2,3,2,1,1, ,1,4,4,4,4,2, ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,1,BHAEGFCD,2,2,2,2,2,2,2,2,3,1, ,24.8
90000334,807,0.3604, , ,A, ,1,1, ,2,1,1,4,3,2,1,1,0,0,12, , , , , , , , , , , , , , ,2,24, ,4,98,2,2,2,2,2,2,0,1,90,2, , ,1,2,2, , ,2,2,3,0,3,2,3, ,3,1,0,0,0,15, ,1,0,0,0,15, ,2,3,2,4,1,2,2,1,1, ,1,1,2,1,2,2,2,DCBGEAF,2,2,2,2,2,2,2,1,1,2, ,BADC,2,2,2,2,1,2,2,2,2,2,2, , ,1,CFGDBEA,2,2,2,2,2,2,2,3,2,1,1, ,2,2,3,2,2,2, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , ,1,1,3,1,AFHCGDEB,2,2,2,2,2,2,2,2,3,1, ,22.6
90000339,807,0.1434, , ,D, ,5,3, ,1,5,3,1,1,0,1, , , , , , , , , , , , , , , , , , ,2,70, ,3,2,3,3,3,1,3,1,0,2,1,2, , ,1,2,1,1, ,3,3,0,0,3,2,3, ,1,1,0,0,0,1, ,0,0,1,0, , ,2,0,2,1,1,2,1,2,1,2,1,4,1,2,2, ,2,DCGAFEB,1,2,2,2,2,1,2,1,2,1,2,CDAB,2,2,2,2,2,1,1,2,2,2,1, , ,1,GDAFCEB,2,2,2,2,2,2,2,2,2,1,1, ,4,4,2,2,2,2, ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2, ,1,2,3,1,DCBAHEGF,2,2,2,2,2,2,2,2,2,1, ,99.9
90000341,807,0.4416, , ,C, ,3,3, ,2,1,5,3,3,0,3, , , , , , , , , , , , , , , , , , ,2,21, ,3,1,3,3,8,2,3,2,7,2,25,2, , ,2, ,1,1, ,3,1,0,0,1,2,3, ,4,0,1,0,0, ,1,1,0,0,0,45, ,2,4,1,4,2,2,1,1,1, ,1,1,1,2,2,1,2,DECAFGB,2,2,2,2,2,2,2,1,2,2, ,CDAB,2,2,2,2,2,1,2,2,2,2,2, , ,1,DAEFCBG,2,2,2,2,2,2,2,3,2,2,1, ,2,4,4,2,4,2, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , ,1,1,2,1,FGCDHABE,3,3,3,3,3,3,3,3,1,2,9,24.3
90000342,807,0.1319, , ,A, ,1,2, ,2,1,1,2,2,1,1, , , , , , , , , , , , , , , , , , ,2,60, ,4,6,2,3,2,1,2,1,1,2,25,2, , ,1,2,2, , ,2,3,2,1,3,1,2,1,0,0,0,0,0, , ,1,0,0,0,5, ,1,4,2,4,1,1,1,1,1,1,1,3,1,2,1, ,1,CFDEBGA,1,1,2,2,2,2,1,1,2,1,2,BADC,2,2,2,2,1,2,2,2,2,2,2, , ,2,GFDEABC,2,2,2,2,2,2,2,2,2,1,1, ,1,1,4,1,1,2, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , ,1,1,3,1,DBFECHAG,8,2,1,2,8,8,3,1,3,1, ,99.9
90000345,808,0.686, , ,C, ,1,3, ,1,4,2,1,1,0,1, , , , , , , , , , , , , , , , , , ,2,55, ,2,2,2,4,2,1,2,1,7,2,1,2, , ,2, ,1, , ,2,3,0,0,3,2,3, ,2,1,0,0,0,20, ,1,0,0,0,30, ,2,2,1,4,1,2,1,1,1,2,2,3,1,2,2, ,2,GBCFEAD,2,2,2,2,2,2,2,1,1,2, ,BDCA,2,2,2,2,2,2,2,2,2,1,2, ,1,1,EBGDAFC,2,2,2,2,2,2,2,3,2,1,1, ,2,1,3,4,2,1,2, , , , , , , , , , , , , , , , , , , ,2,2,1,2,ADGHFBEC,1,2,2,2,2,2,2,2,3,1, ,28.3
90000348,807,0.1687, , ,D, ,5,3, ,1,3,1,4,2,1,1,1,0,1,12, , , , , , , , , ,1, , , , ,1,38, ,1,5,3,1,1,1,2,1,7,1,2,2, , ,2, ,2,1, ,3,1,0,0,3,1,2,2,2,0,1,0,0, ,2,1,0,0,0,15, ,2,5,2,1,2,2,3,2,2, ,2,1,2,2,2, ,2,EDBACGF,2,2,2,2,2,2,2,2, ,1,2,BADC,2,2,9,2,2,2,2,2,2,2,2,1, , ,EDFBAGC,1,1,2,1,2,2,2,1,2,1,1, ,2,3,3,2,3,2, ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,2,1,8,2,DCGBEAHF,3,3,1,1,1,3,1,3,3,2,1,27.1
90000351,808,0.245, , ,B, ,1,2, ,1,5,3,1,1,0,1, , , , , , , , , , , , , , , , , , ,2,74, ,1,1,3,4,2,2,4,1,0,2,2,2, , ,1,2,1,1, ,3,4,0,0,3,1,1,1,7,1,0,0,0,30, ,1,0,0,0,20, ,1,2,2,4,1,2,1,2,1,1,1,4,2,2,1, ,2,EBCGAFD,1,1,2,2,1,2,2,1,1,1,1,ACBD,2,2,2,2,2,1,1,2,2,2,1, , ,1,GEADBFC,2,2,2,2,2,2,2,4,2,1,1, ,8,2,4,3,3,2, ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2, ,5,2,3,1,FDABGHCE,2,2,2,2,2,2,2,2,3,2,1,26
90000354,807,0.5821, , ,B, ,1,3, ,1,6,1,9,9, , , , , , , , , , , , , , , , , , , , ,2,46, ,2,10,3,3,1,2,1,1,7,2,15,2, , ,2, ,1,1, ,3,1,0,0,1,2,3, ,6,0,1,0,0, ,2,1,0,0,0,5, ,2,1,1,4,8,2,1,1,1,1,1,2,1,2,2, ,2,CEFBDGA,2,2,2,2,2,2,2,1,2,1,2,DBCA,2,2,2,2,1,2,2,2,2,2,2, , ,1,DBECGAF,2,2,2,2,1,2,2,2,2,2,1, ,5,1,1,2,3,2, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , ,3,1,2,2,AEBCFHGD,2,2,2,2,3,3,3,2,1,2,1,28.3
90000355,808,0.3817, , ,A, ,4,1, ,2,1,3,2,2,0,2, , , , , , , , , , , , , , , , , , ,2,99,1,3,2,3,4,9,2,4,1,7,2,2,2, , ,2, ,1,1, ,3,4,15,0,2,2,3, ,0,0,0,0,0, , ,1,0,0,0,15, ,1,0,2,1,1,1,1,2,1, ,1,1,1,1,1, ,2,GDBECFA,1,2,2,2,2,2,2,1,2,1,1,DCBA,2,2,3,2,2,2,1,1,2,2,2, , ,1,DCABGFE,2,2,2,2,2,2,2,3,2,1,1, ,2,2,4,1,3,2, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , ,2,2,3,2,FDEGABCH,1,2,2,1,2,2,2,2,3,1, ,99.9
90000358,807,0.8304, , ,B, ,1,4, ,1,4,6,7,6,4,2,1,0,0,17, , , , , , , , , , , , , , ,2,26, ,1,6,3,1,2,2,3,1,7,1,22,2, , ,2, ,1,1, ,3,3,0,30,3,1,1,1,7,0,1,0,0, ,8,0,1,0,0, ,1,2,2,2,1,2,2,2,2,1, ,1,1,2,2,2,2,2,CDFBEGA,2,2,1,1,2,2,1,1,3,1,2,ABDC,1,2,2,2,2,2,2,2,2,2,2,1, , ,ACDFBEG,2,2,8,2,2,1,2,1,2,4,8,2,5,4,4,3,4,2, ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,2,1,1,HECAGFDB,3,3,3,3,3,1,3,1,3,2,3,99.9
