"","FM_STRCP","FM_TYPE","FM_STRP","TELN_FLG","CURWRKN","TELCELN","FLNGINTV","F10DVYN","FDMEDYN","FHCDVYN","FHCHMYN","FHCPHRYN","FHOSP2YN","FNMEDYN","FSRUNOUT","FSLAST","FSBALANC","FLAADLYN","FLIADLYN","FWKLIMYN","FWALKYN","FREMEMYN","FANYLYN","HOUSEOWN","FSNAP","INCGRP4","INCGRP5","FSALYN","FSEINCYN","FSSRRYN","FPENSYN","FOPENSYN","FSSIYN","FTANFYN","FOWBENYN","FINTR1YN","FDIVDYN","FCHSPYN","FINCOTYN","FSSAPLYN","FSDAPLYN","FMEDBILL","FMEDBPAY","FSAF","FHICOVYN"
"178",11,1,11,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"180",11,1,11,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,3,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"181",11,1,11,1,1,1,1,1,1,1,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1
"182",23,2,23,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"185",44,4,44,1,1,1,1,1,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1
"187",11,1,11,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"188",23,2,23,1,2,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1
"189",11,1,11,1,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,1,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,1
"190",21,2,21,1,2,1,1,2,2,1,2,1,2,2,3,3,3,2,2,2,2,2,2,2,2,5,4,1,1,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,1
"191",41,4,41,1,1,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
"192",21,2,21,1,2,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1
"193",21,2,21,1,2,1,1,1,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
"194",11,1,11,1,2,2,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1
"195",11,1,11,1,1,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,4,3,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1
"196",23,2,23,1,1,1,1,1,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,2,2,1,2,2,1,2,2,1,1,2,2,1,1,2,2,2,1
"197",41,4,41,1,1,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,4,3,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1
"198",21,2,21,1,1,1,1,2,2,1,2,2,1,2,3,3,3,2,2,1,1,2,1,1,2,5,4,2,2,1,2,1,2,2,2,1,1,2,2,2,1,2,2,2,1
"199",31,3,31,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1
"200",11,1,11,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1
"201",44,4,44,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"202",44,4,44,1,1,2,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"203",12,1,12,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,3,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"207",11,1,11,1,2,1,1,2,2,2,2,2,2,2,1,3,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1
"212",23,2,23,1,1,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,4,3,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1
"213",41,4,41,1,2,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"214",12,1,12,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"218",21,2,21,1,2,1,1,2,1,2,2,2,2,1,2,3,3,2,2,1,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2
"219",44,4,44,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"220",11,1,11,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,4,3,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1
"221",11,1,11,1,2,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,3,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"222",11,1,11,1,1,1,1,2,2,1,2,2,2,2,3,3,3,2,1,2,1,2,1,1,2,1,1,2,2,2,2,1,2,2,2,1,1,2,2,2,1,2,2,2,1
"223",23,2,23,1,1,1,1,1,2,2,2,2,1,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,1,2,2,1,1,2,2,2,2,2,1,2,2,1
"224",12,1,12,1,1,1,1,1,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1
"226",41,4,41,1,1,1,1,1,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1
"227",41,4,41,1,2,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"228",11,1,11,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1
"229",41,4,41,1,2,1,1,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,4,3,1,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,1
"230",21,2,21,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"231",11,1,11,1,2,1,1,1,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1
"232",41,4,41,1,2,1,1,1,2,2,2,2,1,2,3,3,3,2,2,2,2,2,2,1,2,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1
"234",21,2,21,1,1,1,1,1,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,2,1,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,1
"235",21,2,21,1,1,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1
"236",11,1,11,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,1
"237",41,4,41,1,2,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"238",23,2,23,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"243",21,2,21,1,2,1,4,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"244",45,4,45,1,2,1,3,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1
"246",11,1,11,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,3,2,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,1,1,1
"248",11,1,11,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,3,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
"249",22,2,22,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,3,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"251",21,2,21,1,1,1,1,2,2,1,2,2,1,2,3,3,3,2,2,1,2,2,1,1,2,1,1,2,2,1,2,1,2,2,2,1,1,2,2,2,1,2,2,2,1
"252",41,4,42,1,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1
"253",22,2,22,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1
"254",21,2,21,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,4,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"255",41,4,41,1,2,1,1,2,2,1,2,1,2,2,3,3,3,2,2,2,2,2,1,1,2,5,4,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1
"257",31,3,31,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,5,4,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,1
"259",11,1,11,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,1
"260",31,3,31,1,1,2,2,1,2,2,2,2,1,2,3,3,3,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1
"262",41,4,41,1,1,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1
"263",11,1,11,1,2,1,1,1,2,1,2,2,2,1,3,2,2,2,2,1,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1
"264",21,2,21,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1
"265",11,1,11,1,2,2,1,1,2,1,2,2,2,2,1,2,2,2,2,1,1,1,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2
"266",11,1,11,1,1,2,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"267",21,2,21,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,4,3,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1
"268",21,2,21,1,1,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,1,2,1,1,2,2,2,1,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1
"272",22,2,22,1,2,1,1,2,1,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,1
"273",11,1,11,1,2,1,1,1,2,1,2,2,1,2,3,2,3,2,2,1,2,2,1,2,2,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,1
"275",11,1,11,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,1,2,2,2,1
"276",22,2,22,1,2,1,1,1,2,2,2,2,2,1,3,3,3,2,2,2,2,2,2,2,2,4,3,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1
"277",21,2,21,1,1,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,4,3,1,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1
"278",23,2,23,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"279",11,1,11,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1
"280",11,1,11,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1
"282",22,2,22,1,2,1,1,2,1,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1
"283",11,1,11,1,1,2,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,1,1,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1
"284",22,2,22,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"285",31,3,31,1,1,1,1,2,1,1,2,1,2,1,3,3,3,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1
"286",31,3,31,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1
"288",31,3,31,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1
"289",21,2,21,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2
"290",41,4,41,1,2,2,1,1,2,1,2,1,1,2,3,3,3,2,2,2,2,2,2,2,2,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1
"291",11,1,11,1,2,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"292",41,4,41,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"293",11,1,11,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"294",23,2,23,1,1,1,1,1,2,1,2,2,1,2,3,3,3,2,2,1,2,2,1,1,2,3,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1
"295",11,1,11,1,2,1,1,1,2,1,2,2,1,2,3,3,3,2,1,1,2,1,1,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1
"296",42,4,43,1,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1
"297",21,2,21,1,2,2,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,4,3,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1
"298",21,2,21,1,2,1,1,2,2,1,2,1,2,2,3,3,3,2,2,2,2,2,2,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"300",33,3,33,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,1,3,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,1,1,2,1
"301",31,3,31,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"303",21,2,21,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
"304",11,1,11,1,1,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,5,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"307",23,2,23,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1
"308",11,1,11,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"309",44,4,44,1,2,1,1,1,2,1,2,2,1,2,1,1,3,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1
"311",31,3,31,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,1
"313",41,4,41,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"314",22,2,22,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,5,4,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1
"315",41,4,41,1,2,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1
"316",21,2,21,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1
"318",21,2,21,1,1,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,2,2,1,2,1,2,2,2,1,1,2,2,2,2,2,2,1,1
"319",31,3,31,1,2,1,1,2,2,1,2,2,1,2,3,3,3,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1
"320",11,1,11,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,3,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1
"322",42,4,43,1,2,1,1,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"324",11,1,11,1,1,1,1,1,2,2,1,1,1,2,3,3,3,1,1,2,1,2,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1
"326",31,3,31,1,2,1,1,2,2,1,2,2,1,2,3,3,3,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"327",23,2,23,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,1,1,1,1,1,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1
"328",11,1,11,1,2,1,1,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,3,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"329",21,2,21,1,1,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1
"330",42,4,43,1,2,1,1,2,1,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,3,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1
"331",11,1,11,1,1,2,1,2,2,2,2,2,2,2,3,3,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"332",11,1,11,1,2,1,1,1,1,1,2,2,1,1,3,3,3,2,2,1,1,2,1,1,2,1,1,1,2,1,1,2,2,2,2,1,1,2,1,1,2,1,1,2,1
"333",41,4,41,1,2,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"334",31,3,31,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"336",11,1,11,1,1,1,1,1,2,1,2,2,2,2,3,3,3,2,1,1,1,2,1,1,2,1,1,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1
"337",31,3,31,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"340",23,2,23,1,2,1,1,2,2,1,2,2,1,2,2,3,2,2,2,1,1,2,1,1,2,2,2,1,2,2,2,2,1,1,2,2,1,2,2,1,1,2,2,2,2
"342",11,1,11,1,2,1,1,1,2,2,2,2,2,2,3,3,3,2,2,2,2,2,1,1,2,2,2,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1
"343",21,2,21,1,2,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,5,4,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1
"344",22,2,22,1,2,1,1,1,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"345",32,3,32,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"346",11,1,11,1,1,1,1,1,2,1,2,2,1,2,3,3,3,2,2,2,2,2,2,1,2,1,1,1,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1
"348",21,2,21,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"349",22,2,22,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"350",21,2,21,1,2,1,1,2,2,2,2,1,1,2,3,3,3,2,2,2,2,1,1,1,2,2,2,1,2,1,2,1,2,2,2,1,2,2,2,2,1,2,1,2,1
"351",23,2,23,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"352",21,2,21,1,1,1,1,2,2,2,2,1,2,2,3,3,3,2,1,2,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1
"353",11,1,11,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"354",44,4,44,1,1,1,1,2,2,2,2,2,1,2,3,3,3,2,2,2,2,2,2,3,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"355",12,1,12,1,1,2,1,2,1,2,2,2,2,1,2,2,2,2,2,1,2,1,1,3,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2
"356",11,1,11,1,1,2,1,2,2,1,2,2,2,2,3,3,3,2,1,2,1,2,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1
"357",22,2,22,1,2,1,1,2,1,1,2,2,1,1,2,2,2,2,2,1,1,2,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1
"359",42,4,43,1,2,1,1,1,2,2,2,2,1,2,3,3,3,2,2,2,2,2,2,1,2,3,2,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2
"360",11,1,11,1,2,1,1,1,2,1,2,2,1,2,3,3,3,2,1,1,1,1,1,3,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"363",23,2,23,1,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"364",11,1,11,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1
"365",44,4,44,1,1,1,1,1,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1
"368",11,1,11,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,3,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1
"369",41,4,41,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1
"372",22,2,22,1,1,1,1,1,2,1,2,1,1,2,3,3,3,2,2,2,2,2,2,1,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1
"373",21,2,21,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1
"374",41,4,41,1,2,2,4,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"376",23,2,23,1,1,1,1,2,2,1,2,2,1,2,3,3,3,2,2,2,2,2,2,1,2,3,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"377",42,4,43,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1
"378",21,2,21,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,4,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1
