"","FM_STRCP","FM_TYPE","FM_STRP","TELN_FLG","CURWRKN","TELCELN","FLNGINTV","F10DVYN","FDMEDYN","FHCDVYN","FHCHMYN","FHCPHRYN","FHOSP2YN","FNMEDYN","FSRUNOUT","FSLAST","FSBALANC","FLAADLYN","FLIADLYN","FWKLIMYN","FWALKYN","FREMEMYN","FANYLYN","HOUSEOWN","FSNAP","INCGRP4","INCGRP5","FSALYN","FSEINCYN","FSSRRYN","FPENSYN","FOPENSYN","FSSIYN","FTANFYN","FOWBENYN","FINTR1YN","FDIVDYN","FCHSPYN","FINCOTYN","FSSAPLYN","FSDAPLYN","FMEDBILL","FMEDBPAY","FSAF","FHICOVYN"
"24016",21,2,21,1,1,1,1,2,2,1,2,2,1,2,3,3,3,2,2,2,2,2,2,1,2,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1
"24017",11,1,11,1,2,1,1,1,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
"24018",11,1,11,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,3,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1
"24019",41,4,41,1,2,1,1,2,2,2,2,2,2,1,3,3,3,2,2,1,2,2,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1
"24021",23,2,23,1,1,1,1,1,2,1,2,2,2,2,3,3,3,2,2,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1
"24022",21,2,21,1,2,2,1,2,2,1,2,1,2,2,3,3,3,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1
"24023",21,2,21,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1
"24025",44,4,44,1,2,1,1,2,2,2,2,2,1,2,3,3,3,2,2,2,2,2,2,1,1,3,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1
"24026",23,2,23,1,2,1,1,2,2,2,2,1,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"24027",11,1,11,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,1,1,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1
"24028",41,4,41,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1
"24029",11,1,11,1,1,1,1,2,2,1,2,2,1,2,3,3,3,2,2,2,2,2,2,1,2,3,2,2,2,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,1
"24030",41,4,41,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,1,2,2,4,3,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,1
"24031",11,1,11,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,4,3,2,2,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,1
"24033",11,1,11,1,2,1,1,2,1,2,2,2,2,1,3,3,3,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"24034",41,4,41,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"24037",21,2,21,1,2,1,1,1,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1
"24038",21,2,21,1,1,1,1,2,2,1,2,1,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1
"24039",21,2,21,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
"24041",22,2,22,1,2,1,1,1,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,1,1,1,2,1,2,1,2,2,2,1,2,2,2,2,1,2,2,2,1
"24042",44,4,44,1,2,1,1,2,1,1,2,2,2,1,3,3,3,2,2,2,2,2,2,2,2,5,4,1,2,2,2,2,2,2,2,1,2,1,1,2,2,1,1,1,1
"24043",12,1,12,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2
"24044",11,1,11,1,1,1,1,2,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"24046",12,1,12,1,2,1,1,2,1,2,2,2,2,1,1,2,3,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1
"24047",12,1,12,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,3,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1
"24048",12,1,12,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1
"24049",12,1,12,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1
"24050",21,2,21,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1
"24051",11,1,11,1,1,1,1,2,1,2,2,2,2,1,2,2,3,2,2,2,2,2,2,2,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,1,1,2,2,2,1
"24052",11,1,11,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1
"24053",23,2,23,1,1,1,1,1,2,1,1,1,1,2,3,3,3,1,2,1,1,1,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1
"24054",23,2,23,1,2,1,1,1,1,2,2,2,2,2,3,3,3,2,2,1,2,2,1,1,2,5,4,1,2,2,2,2,2,2,2,1,2,2,1,2,2,1,1,2,1
"24055",11,1,11,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1
"24056",11,1,11,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"24057",11,1,11,1,2,1,3,2,1,2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"24058",22,2,22,1,1,1,1,1,2,2,2,1,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1
"24061",41,4,41,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"24062",41,4,41,1,2,1,2,2,2,2,2,2,1,2,3,3,3,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"24063",11,1,11,1,2,1,1,2,1,2,2,2,2,1,3,3,3,2,2,2,2,2,2,1,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
"24064",22,2,22,1,2,1,1,1,2,1,2,2,2,2,3,3,3,2,2,1,2,2,1,1,1,4,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"24065",44,4,44,1,1,2,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,1
"24066",22,2,22,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,1
"24067",11,1,11,1,2,1,1,1,2,1,2,2,2,2,3,3,3,2,1,2,1,2,1,2,1,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1
"24068",44,4,44,1,2,1,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1
"24069",11,1,11,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2
"24070",45,4,45,1,1,1,1,2,2,1,2,1,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1
"24071",41,4,41,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"24072",23,2,23,1,1,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1
"24073",11,1,11,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,5,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"24074",42,4,43,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"24075",21,2,21,1,1,1,1,2,1,1,2,1,2,1,3,3,3,2,2,1,1,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
"24076",11,1,11,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"24077",11,1,11,1,1,1,1,1,2,2,2,2,2,2,3,3,3,2,2,1,1,2,1,1,2,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1
"24078",12,1,12,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
"24079",12,1,12,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"24080",21,2,21,1,2,1,1,1,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1
"24083",11,1,11,1,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1
"24084",11,1,11,1,2,1,1,2,1,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1
"24085",41,4,42,1,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1
"24086",21,2,21,1,1,1,1,1,2,1,2,2,1,2,3,3,3,2,2,2,2,2,2,1,2,4,3,2,2,1,2,2,2,2,2,1,1,2,1,2,2,2,2,2,1
"24088",23,2,23,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,5,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1
"24089",41,4,41,1,2,1,1,1,2,1,2,2,1,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1
"24090",23,2,23,1,1,2,1,2,2,2,2,2,2,2,2,3,3,2,1,2,2,2,1,1,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1
"24092",11,1,11,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1
"24093",21,2,21,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,3,2,2,2,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,1
"24094",21,2,21,1,1,1,1,2,2,1,2,1,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,1,1,2,2,2,2,2,1,1,2,2,2,2,2,1,2,1
"24096",23,2,23,1,1,1,1,1,2,1,1,2,2,2,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1
"24097",23,2,23,1,2,1,1,2,2,2,2,1,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1
"24098",21,2,21,1,2,1,1,1,1,1,2,1,2,1,3,3,3,1,1,1,1,2,1,1,2,3,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1
"24099",11,1,11,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1
"24100",21,2,21,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,1,2,1,2,2,2,1,1,2,2,2,2,2,2,1,1
"24101",41,4,41,1,1,1,1,1,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1
"24102",21,2,21,1,2,1,1,1,2,1,2,2,1,2,3,3,3,2,2,2,2,2,2,1,2,4,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"24103",21,2,21,1,1,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1
"24105",11,1,11,1,1,2,1,2,2,2,2,2,2,2,3,3,3,2,2,2,1,2,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1
"24108",31,3,31,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,4,3,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1
"24110",44,4,44,1,1,1,1,1,2,2,1,2,1,2,3,3,3,2,2,1,1,1,1,1,2,5,4,1,2,1,2,2,2,2,2,2,2,1,2,2,1,2,1,2,1
"24111",41,4,41,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1
"24113",11,1,11,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1
"24114",32,3,32,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"24115",11,1,11,1,2,1,1,1,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,1,1,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1
"24116",41,4,41,1,2,1,1,2,2,1,2,1,1,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1
"24117",43,4,42,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,5,4,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,1
"24118",41,4,41,1,2,1,1,1,2,1,2,2,1,2,3,3,3,2,2,1,2,2,1,1,2,5,4,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"24119",11,1,11,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"24122",21,2,21,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"24123",31,3,31,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"24124",41,4,41,1,1,1,1,1,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1
"24127",23,2,23,1,1,1,3,1,2,2,2,2,2,2,3,3,3,1,2,1,2,1,1,2,2,4,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"24128",11,1,11,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"24129",11,1,11,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"24131",23,2,23,1,2,1,1,2,2,2,2,1,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
"24132",42,4,43,1,1,2,1,1,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1
"24133",21,2,21,1,1,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"24134",41,4,41,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"24136",11,1,11,1,2,1,2,2,2,1,2,2,2,2,3,3,3,2,2,1,2,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1
"24137",11,1,11,1,1,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,5,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"24138",22,2,22,1,2,1,3,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,5,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"24139",41,4,41,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,4,3,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1
"24140",11,1,11,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1
"24141",21,2,21,1,1,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,1,2,2,2,1,1,2,1,2,2,2,2,2,1
"24144",11,1,11,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"24145",41,4,41,1,1,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"24146",23,2,23,1,1,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,3,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1
"24147",21,2,21,1,2,1,1,2,2,2,2,2,1,2,3,3,3,2,2,2,2,2,2,1,2,3,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"24148",21,2,21,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,1
"24150",23,2,23,1,2,1,1,2,2,1,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"24151",41,4,41,1,1,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,1,1,2,5,4,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1
"24152",21,2,21,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1
"24153",32,3,32,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1
"24155",11,1,11,1,2,1,1,1,1,2,2,2,1,1,2,3,3,2,2,2,2,2,1,2,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2
"24156",11,1,11,1,2,1,1,1,1,2,2,2,1,1,2,2,2,2,2,1,2,2,1,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,1
"24157",23,2,23,1,2,1,1,1,2,2,2,2,1,2,3,3,3,1,1,1,1,1,1,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2
"24158",21,2,21,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"24159",44,4,44,1,2,1,1,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,3,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,2,1
"24160",11,1,11,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,2,2,1,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1
"24161",11,1,11,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"24162",11,1,11,1,2,1,1,1,2,2,2,2,1,2,3,3,3,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2
"24163",11,1,11,1,2,1,1,2,1,1,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,3,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"24164",21,2,21,1,1,1,1,1,2,1,2,1,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1
"24166",21,2,21,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1
"24167",21,2,21,1,2,1,1,2,2,1,2,2,1,2,3,3,3,2,2,1,2,2,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"24168",12,1,12,1,1,1,1,2,1,2,2,2,2,1,2,2,3,2,2,1,2,2,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
"24169",33,3,33,1,2,2,1,1,1,1,2,2,1,1,1,2,3,2,2,1,2,2,1,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,2,1
"24170",23,2,23,1,2,1,1,2,2,2,2,2,2,2,1,1,3,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"24171",41,4,41,1,2,1,1,2,2,2,2,2,1,2,3,3,3,2,2,2,2,2,2,1,2,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
"24172",11,1,11,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"24173",41,4,41,1,1,1,1,1,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1
"24174",11,1,11,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,1,2,2,1,1,2,1,1,2,2,1,2,2,2,2,2,1,1,2,1,2,2,2,2,2,1
"24175",44,4,44,1,2,1,1,2,2,2,2,2,1,2,3,2,3,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1
"24176",23,2,23,1,2,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1
"24178",11,1,11,1,2,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"24179",23,2,23,1,2,1,1,2,1,2,2,2,1,2,3,3,3,2,2,2,2,2,2,1,2,4,3,1,2,1,2,1,2,2,2,2,1,2,2,2,2,1,1,2,1
"24180",11,1,11,1,1,2,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1
"24181",21,2,21,1,1,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,2,2,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,1
"24182",41,4,41,1,2,1,1,2,2,1,2,1,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
"24183",11,1,11,1,1,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1
"24185",11,1,11,1,1,1,1,2,2,2,2,2,1,2,3,3,3,2,1,2,1,2,1,1,2,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,1
"24186",21,2,21,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1
"24187",45,4,45,1,2,1,1,1,1,2,2,2,2,1,1,1,1,2,1,1,1,2,1,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1
"24189",11,1,11,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"24190",41,4,41,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,1,1,2,5,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"24191",23,2,23,1,2,1,1,2,2,2,2,2,1,2,3,3,3,2,2,2,2,2,2,2,2,5,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1
"24192",41,4,41,1,2,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1
"24193",21,2,21,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,4,3,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1
